,Timestamp,Predict
0,2024-09-16 05:20:02,49.55
1,2024-09-16 05:30:02,49.55
2,2024-09-16 05:40:02,49.4
3,2024-09-16 05:50:02,49.4
4,2024-09-16 06:00:02,49.35
5,2024-09-16 06:10:01,49.35
6,2024-09-16 06:20:02,49.35
7,2024-09-16 06:30:02,49.35
8,2024-09-16 06:40:01,49.35
9,2024-09-16 06:50:02,49.25
10,2024-09-16 07:00:02,49.2
11,2024-09-16 07:10:02,49.2
12,2024-09-16 07:20:02,49.25
13,2024-09-16 07:30:02,49.25
14,2024-09-16 07:40:02,49.25
15,2024-09-16 07:50:02,49.3
16,2024-09-16 08:00:02,49.25
17,2024-09-16 08:10:02,49.3
18,2024-09-16 08:20:02,49.2
19,2024-09-16 08:30:02,49.25
20,2024-09-16 08:40:02,49.3
21,2024-09-16 08:50:02,49.25
22,2024-09-16 09:00:02,49.25
23,2024-09-16 09:10:02,49.25
24,2024-09-16 09:20:02,49.25
25,2024-09-16 09:30:02,49.25
26,2024-09-16 09:40:02,49.25
27,2024-09-16 09:50:02,49.15
28,2024-09-16 10:00:02,49.15
29,2024-09-16 10:10:02,49.15
30,2024-09-16 10:20:02,49.15
31,2024-09-16 10:30:02,49.15
32,2024-09-16 10:40:02,49.15
33,2024-09-16 10:50:02,49.15
34,2024-09-16 11:00:02,49.05
35,2024-09-16 11:10:02,49.15
36,2024-09-16 11:20:02,49.05
37,2024-09-16 11:30:02,49.05
38,2024-09-16 11:40:02,49.05
39,2024-09-16 11:50:02,49.05
40,2024-09-16 12:00:02,49.05
41,2024-09-16 12:10:01,49.05
42,2024-09-16 12:20:01,49.05
43,2024-09-16 12:30:02,48.949999999999996
44,2024-09-16 12:40:02,49.05
45,2024-09-16 12:50:02,48.949999999999996
46,2024-09-16 13:00:02,49.05
47,2024-09-16 13:10:02,49.05
48,2024-09-16 13:20:01,49.05
49,2024-09-16 13:30:02,49.05
50,2024-09-16 13:40:02,49.05
51,2024-09-16 13:50:02,48.949999999999996
52,2024-09-16 14:00:02,48.949999999999996
53,2024-09-16 14:10:02,48.949999999999996
54,2024-09-16 14:20:02,48.949999999999996
55,2024-09-16 14:30:02,48.949999999999996
56,2024-09-16 14:40:02,48.949999999999996
57,2024-09-16 14:50:02,48.949999999999996
58,2024-09-16 15:00:02,48.949999999999996
59,2024-09-16 15:10:02,48.85
60,2024-09-16 15:20:02,48.949999999999996
61,2024-09-16 15:30:02,48.949999999999996
62,2024-09-16 15:40:02,49.05
63,2024-09-16 15:50:02,49.25
64,2024-09-16 16:00:02,49.25
65,2024-09-16 16:10:02,49.25
66,2024-09-16 16:20:02,49.25
67,2024-09-16 16:30:02,49.25
68,2024-09-16 16:40:02,49.15
69,2024-09-16 16:50:02,49.25
70,2024-09-16 17:00:02,49.25
71,2024-09-16 17:10:02,49.25
72,2024-09-16 17:20:02,49.25
73,2024-09-16 17:30:02,49.25
74,2024-09-16 17:40:02,49.25
75,2024-09-16 17:50:02,49.25
76,2024-09-16 18:00:02,49.25
77,2024-09-16 18:10:02,49.35
78,2024-09-16 18:20:01,49.35
79,2024-09-16 18:30:02,49.35
80,2024-09-16 18:40:02,49.35
81,2024-09-16 18:50:01,49.35
82,2024-09-16 19:00:01,49.35
83,2024-09-16 19:10:02,49.35
84,2024-09-16 19:20:01,49.35
85,2024-09-16 19:30:02,49.35
86,2024-09-16 19:40:02,49.35
87,2024-09-16 19:50:01,49.35
88,2024-09-16 20:00:01,49.35
89,2024-09-16 20:10:02,49.25
90,2024-09-16 20:20:02,49.25
91,2024-09-16 20:30:02,49.25
92,2024-09-16 20:40:02,49.25
93,2024-09-16 20:50:02,49.25
94,2024-09-16 21:00:02,49.25
95,2024-09-16 21:10:01,49.25
96,2024-09-16 21:20:02,49.25
97,2024-09-16 21:30:02,49.25
98,2024-09-16 21:40:02,49.25
99,2024-09-16 21:50:02,49.25
100,2024-09-16 22:00:02,49.25
101,2024-09-16 22:10:02,49.25
102,2024-09-16 22:20:01,49.25
103,2024-09-16 22:30:02,49.35
104,2024-09-16 22:40:02,49.35
105,2024-09-16 22:50:02,49.35
106,2024-09-16 23:00:02,49.35
107,2024-09-16 23:10:02,49.35
108,2024-09-16 23:20:02,49.35
109,2024-09-16 23:30:02,49.45
110,2024-09-16 23:40:02,49.45
111,2024-09-16 23:50:02,49.45
112,2024-09-17 00:00:02,49.45
113,2024-09-17 00:10:01,49.45
114,2024-09-17 00:20:02,49.2
115,2024-09-17 00:30:02,49.25
116,2024-09-17 00:40:02,49.25
117,2024-09-17 00:50:02,49.15
118,2024-09-17 01:00:01,49.05
119,2024-09-17 01:10:02,48.85
120,2024-09-17 01:20:02,48.85
121,2024-09-17 01:30:02,48.85
122,2024-09-17 01:40:02,48.85
123,2024-09-17 01:50:01,48.85
124,2024-09-17 02:00:02,48.85
125,2024-09-17 02:10:02,48.85
126,2024-09-17 02:20:02,48.85
127,2024-09-17 02:30:02,48.85
128,2024-09-17 02:40:02,48.85
129,2024-09-17 02:50:02,48.85
130,2024-09-17 03:00:02,48.85
